ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
1130,ced,ᎯᎳᏴ ᏫᎬᏩᏛᎯᏓᏍᏗ ᏣᏚᎵᎭ?,Hilayv wigvwahtvhidasdi jaduliha?,When do you want me to come and visit you?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1131,ced,ᎯᏍᎩ ᎾᏂᎠ ᏩᎦ ᏕᏥᎾᏝᎠ.,Hisgi nania wahga dejinahlaa.,I have a total of five cows.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1132,ced,ᎦᏙᎩ ᎭᏗᏍᎨ? Ꮭ ᎪᎱᏍᏗ.,Gadogi hadisge? Hla gohusdi.,What were you saying? Nothing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1133,ced,Ꮭ ᎢᎸᏢ ᏱᏓᎨᏏ ᎪᎯ ᎢᎦ.,Hla ilvhdlv yidagesi kohi iga.,I am going nowhere today.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1134,ced,Ꮭ ᎩᎶ ᏱᏥᎪᏩᏘ ᏥᏲᎵᎩ.,Hla kilo yijigowhti jiyoligi.,I see no one that I know.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1135,ced,ᏣᏲᏏᎭᏍ? Ꮭ.,Jayosihas? Hla.,Are you hungry? No.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1136,ced,ᏝᏬᏚ ᎤᏅᎵᏰᎥ ᎠᏅᏫᏍᎬ ᎧᎾᏥᏍᏕᏥ ᎤᏩᏨᏴᎢ.,Hlawotu unvliyev ahnvwisgv kanajisdeji uwajvhyvi.,He doctored himself where a wasp stung him by rubbing mud on it.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1137,ced,ᏝᏬᏚ ᏓᏆᎴᎳ ᎦᏅᎦᎵᎭ.,Hlawotuha dagwalela ganvgaliha.,He's washing a muddy car.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1138,ced,ᏝᏬᏚᎯ ᎤᏅᏨ ᏚᎿᏒᏝ.,Hlawotuhi unvjv duhnasvhla.,She fell in the mud when she slipped.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1139,ced,"ᏳᎦᎿᎾ, ᏝᏬᏚᎯ ᏂᏕᎦᎵᏍᏗᏍᎪ ᏕᎦᏅᏅᎢ.","Yugahnana, hlawotuhi nidegalsdisgo deganvhnvʔi.","When it rains, the roads get muddy .",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1140,ced,ᎡᎮᎾ ᏞᎦ.,Ehena hlega.,Come here a while.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1141,ced,ᏞᎩᏍ ᏓᎦᎷᏥ ᎤᏛᏁ?,Hlekis dagaluhji udvhne?,Did he say he was coming soon?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1142,ced,ᏞᏍᏗ ᏱᏣᏁᎫᏤᏍᏗ.,Hlesdi yijanegujesdi.,Don't be mean.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1143,ced,ᏧᏪᏘ ᏕᏢᎬ ᏂᎦᏓ ᏕᏥᎴᏴᏍᏔᏅᎢ.,Juweti dehlgv nigada dejileyvstanvi.,Cut down all the dead trees.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1144,ced,ᎣᏓᎸ ᎡᎯ ᏢᏓᏥ ᎨᏠᎭ.,Odalv ehi hlvdaji gehloha.,He's feeding a mountain lion.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1145,ced,ᎢᎾᏓᏬᎤᎦ. ᎰᏩ.,Inadawouga. Howa.,Let's go swimming. Okay.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1146,ced,ᎦᏙ ᏙᏛᏔᏂ Ꮎ ᏧᏯᏖᎾ?,Gado dotvhtani na juhyatena?,What are you going to use those boards for?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1147,ced,ᏯᏙᏟ ᏍᏚᏗ ᎬᏙᎥ ᏫᎦᎶᎯᏍᏗ ᏧᏪᏅᏒ ᏲᎦ.,Hyatohli sdudi ktov wigalohisdi juwenvsv yoga.,You go through a narrow gate when you're going to his house.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1148,ced,ᏂᎪᎯᎸ ᏗᏰᎦᏟ ᏕᎦᏰᏫᏍᎪ ᎡᏥ.,Nigohilv dihyehgahli degayewsgo eji.,My mother is always sewing quilts.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1149,ced,ᎯᎳ ᎢᎦ ᏕᏣᏚᎵᎭ?,Hila iga dejaduliha?,How many do you want?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1150,ced,ᎤᏒ ᏂᎨᏒᎾ ᏱᎩ ᎢᎦ ᎨᏐᎢ.,Usv nigesvna yigi iga gesoi.,"If it isn't night, it's day.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1151,ced,ᎢᎦᏓ ᎠᎾᎳᏍᎦᎵᏍᎩ Ꮭ ᏳᏂᎷᏤᎢ.,Igada analasgalisgi hla yuniluhjei.,Some of the ball players didn't come.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1152,ced,ᎩᎳᏛ ᎢᎦᎷᎦ ᎤᏑᏂᏙᎸᎢ.,Kiladv igaluhga usuhnidolvi.,He's just returning from fishing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1153,ced,ᎯᎩᏍᎪ ᎢᎳᏏᏗ ᎢᎦᏅᎯᏓ ᏍᏕᏱᏓ ᎤᏮᏔᏅ ᏩᎦ ᎠᎩᎾ ᎠᏍᎳᏗᏍᎬᎢ.,Hiksgo ilasihdi iganvhida sdeyida uwhtanv wahga agina asladisgvi.,He used a rope fifty feet long in roping a calf.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1154,ced,ᏦᎢ ᎢᎦᏒᏘ ᎠᏓ ᏗᎩᏩᎯᏍᏗ ᎠᏆᏚᎵᎭ.,Joi igasvti ada dikiwahisdi agwaduliha.,I want to buy three ricks of wood.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1155,ced,"ᏑᏓᎵ ᎢᎳᏏᏗ, ᏑᏓᎵ ᎢᏏᏔᏗᏍᏗ ᎢᎦᏘ Ꮎ ᎠᎳᏍᎦᎵᏍᎩ.","Sudal ilasihdi, sudal isihtadisdi igati na alasgalisgi.","That ballplayer is six feet, six inches tall.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1156,ced,ᎯᎳ ᎢᎪᎯᏓ ᎤᏟᎢᎵᏙᎴ?,Hila igohid uhliilidole?,How long did it take?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1157,ced,ᏫᏓᏂᏰᎵᏍᎬ ᎢᎪᎯᏓ ᏩᏇᏙᎸᎢ.,Widaniyelisgv igohida wagwedolvi.,I stayed there until they adjourned.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1158,ced,ᏍᎪᎯᏥᏆ ᎢᏳᏟᎶᏓ ᎢᎬᎾᏕᎾ ᏚᏫᏌ ᏎᎷ.,Sgohitsgwa iyuhliloda igvnadena duhwisa selu.,He has corn planted in an area of one hundred acres.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1159,ced,ᎢᎬᏱᏍ ᎯᎷᎩ ᏏᏅ ᎠᏴ ᎨᏒ?,Igvyis hiluhgi sihnv ayv gesv?,Did you get here before I did?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1160,ced,ᎯᎠ ᎠᏍᎦᏯ ᎢᎬᏱ ᎦᏬᏂᏍᎩ.,Hia asgaya igvyi gawonisgi.,This man is the first speaker.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1161,ced,ᎠᏂᏤ ᏚᏯ ᏗᎾᏕᏑᎦ.,Anije tuya dinadesuga.,Let's go pick some green beans.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1162,ced,ᎤᏪᏘ ᏓᏆᎴᎳ ᏧᎲ ᎠᏎᏅ ᏃᏊ ᎢᏤ ᎤᎭ.,Uweti dagwalela juhv asehnv nogwu ije uha.,"He used to have an old car, but now he has a new one.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1163,ced,ᎢᏤᎢᏳᏍᏗ ᎠᏓᏁᎸ ᎦᏁᎳ ᎣᎩᎾᎵᎢ.,Ijeiyusdi adanelv ganela oginalii.,A friend of mine lives in a green house.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1164,ced,ᎯᎳ ᎢᏧᏕᏘᏴᏓ ᎤᏁᎳᏕᎢ?,Hila ijudetiyvda uhneladei?,How many years was he gone?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1165,ced,ᎢᏧᎳ ᏕᏍᏗᎸᏫᏍᏓᏁᎸ ᏑᎾᎴᎢ.,Ijula desdilvhwisdanelv sunalei.,Both of you work tomorrow.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1166,ced,ᎯᎳ ᎢᎩᏓ ᎠᎵᏍᏇᏚᏬ ᎭᎵᏍᏇᏚᎲᏍᎩ?,Hila ikida alsgwetuwo halsgwetuhvsgi?,What size hat do you wear?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1167,ced,ᏍᎪᎯ ᎢᎳᏏᏗ ᏂᎦᏅᎭ ᏥᏳ ᎤᏤᎵᎢ.,Sgohi ilasihdi niganvha jiyu ujelii.,His boat is ten feet long.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1168,ced,ᎢᎸᎯᏳᎢᏍ ᎢᎾᏓ ᏣᎦᏟᏨᎢ?,Ilvhiyuis inada tsagahljvi?,Have you ever been bitten by a snake?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1169,ced,ᎢᎸᏍᎩ ᎢᏳᏟᎶᏓ ᎡᎳᏗ ᎤᏂᎩᏒᎢ ᎩᎳ ᎤᏓᏣᏁᎸᎢ.,Ilvsgi iyuhliloda eladi uhnigisvi kila udajanelvi.,He walked a few miles before he caught a ride.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1170,ced,ᎠᏂᏲᏍᎩ ᏥᏥᏯᎥ ᎢᎾ ᏩᏇᏙᎸᎢ.,Aniyosgi jijiyav ina wagwedolvi.,"When I was in the military service, I went far away.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1171,ced,ᎦᏙ ᎤᏍᏗ ᎢᎾᏓ ᏫᎦᎾᏰᎬᎢ?,Gado usdi inada wiganayegvi?,Which snake is the most dangerous?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1172,ced,ᎢᎾᎨ ᏮᎤᎶᏒ ᏢᏓᏥ ᎤᎵᏘᏌ.,Inage wvulosv hlvdaji ulitisa.,The lion went back into the wilderness when it escaped.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1173,ced,ᎢᏅᎯ ᏪᏙᎭ ᏣᏛᎪᏗᎢ.,Invhi wedoha tstvgodii.,He's too far away to hear you.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1174,ced,ᎢᏌ ᏫᎩ ᏗᎦᏚᎲᎢ.,Isa hwigi digaduhvi.,Go get some flour downtown.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1175,ced,ᏔᎵᏚ ᎢᏏᏔᏗᏍᏗ ᏌᏊ ᎢᎳᏏᏗ ᏂᎦᎵᏍᏗᏍᎪᎢ.,Taldu isihtadisdi sagwu ilasihdi nigalsdisgoi.,Twelve inches make one foot.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1176,ced,ᏣᎸᏉᏗᏍ ᎢᏯ ᎪᏢᏔᏅ ᎨᎵᏍᏘᎩ?,Jalvkwdis iya gohlvhtanv gelistgi?,Do you like pie made of pumpkin?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1177,ced,ᏍᎩᎦᏚ ᎢᏯᏓᏅᏖᏗ ᏧᎬᏩᎶᏗ ᎠᏗᏔᏍᏗ ᎠᏆᏚᎵᎭ.,Sgigadu iyadanhtehdi jugvwahldi aditasdi agwaduliha.,I want a fifteen-cent drink.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1178,ced,ᏦᎢ ᎢᏯᎦᏴᎵ ᎢᏯᏂ ᏴᏫ ᎤᎾᏛᏓᏍᏔᏂᏢ ᎤᎬᏫᏳᎯ ᎦᏬᏂᏍᎬᎢ.,Joi iyagayvli iyani yvwi unatvdastanihlv ugvwiyuhi gawonisgvi.,Three thousand people came to hear the President speak.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1179,ced,ᏍᎪᎯ ᎢᏯᏔᏬᏍᏔᏅ ᎤᎶᏒᏍᏗ ᏅᎩ.,Sgohi iyatahwostanv ulosvsdi nvhgi.,It's ten minutes past four.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1180,ced,ᎯᎳ ᎢᏳᏓᎵ ᏣᏩᏛᎯᏙᎰᎢ?,Hila iyudali chawahtvhidohoi?,How often does he visit you?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1181,ced,ᎯᎳ ᎢᏳᏓᎵ ᏕᎯᏫᏍᎪ ᏎᎷ?,Hila iyudali dehihwisgo selu?,How far apart do you plant your corn?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1182,ced,ᏦᎢ ᎢᏳᏟᎶᏓ ᎢᏳᏓᏅᎯᏓ ᎤᏫᏛᎲ ᏔᎵ ᎢᏳᏟᎶᏓ ᎧᏄᎦᏟ.,Joi iyuhliloda iyudanvhida uhwidvhv tali iyuhliloda kanugahli.,He carried two gallons of blackberries for three miles.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1183,ced,ᏦᎢ ᎢᏳᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ ᏗᏙᎳᏅᏍᏗ ᏚᏮᏔᏅᎢ.,Joi iyunadodagwasdi igohida didolanvsdi duwhtanvi.,She used crutches for three weeks.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1184,ced,ᎥᏍᎩ ᎢᏳᏍᏗ ᎠᏆᏚᎵᎭ.,Vsgi iyusdi agwaduliha.,I want one like it.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1185,ced,ᏔᎵᏚ ᎢᏳᏩᏂᎸ ᏥᎨᏒ ᏧᎶᎯᏍᏔᏅᎢ.,Taldu iyuwahnilv jigesv julohistanvi.,He stopped by at twelve o'clock.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1186,ced,ᎯᎳ ᎢᏳᏩᎪᏗ ᎢᏣᏓᏬᏓ ᎪᎯ ᎪᎩ?,Hila iyuwakdi ijadawoda kohi gogi?,How many times have you gone swimming?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1187,ced,ᏣᎳᎩᏍ ᎯᏬᏂᏍᎩ?,Jalagis hiwonisgi?,Do you speak Cherokee?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1188,ced,ᎯᎳ ᎾᏂᎠ ᎠᏂᏣᎳᎩ ᏚᏂᎸᏫᏍᏓᏁ ᏣᎳᎩ ᎠᏰᎵᎢ?,Hila nania Anijalagi dunilvhwisdane Jalagi Ayehlii?,How many Cherokees work at the Cherokee Nation?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1189,ced,ᏣᎳᎫᏪᏘ ᎢᎾ ᎢᏗᎦᏘ ᏙᏓᎳ.,Jalaguweti ina idigati dodala.,There are tall mountains in North Carolina.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1190,ced,"ᏥᎩᎵᎵ ᏱᏂᎦᏪ ᎠᏓᏁᎸ ᎾᎥ, ᎩᎶ ᏓᎦᎷᏥ ᎠᎾᏗᏍᎪ ᎠᏂᏣᎳᎩ.","Jigilili yinigawe adanelv nav, kilo dagaluhji anadisgo Anijalagi.","When a chickadee sings near a house, Cherokees say that someone will come.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1191,ced,"ᏌᏊ ᏂᏕᎦᎳᏗᏍᏛ ᏥᎳᎵ ᏕᎯᏴᎲᎢ, ᎰᏩᏧ?","Sagwu nidegaladisdv jilali dehiyvhvi, howaju?","Get one package of chewing gum, okay?",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1192,ced,ᎢᎸᎯᏳᎢᏍ ᎯᏯᏍᎩᏨ ᏥᏌ?,Ilvhiyuis hiyasgitsv Jisa?,Have you ever heard about Jesus?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1193,ced,ᏦᏍᏓᏓᏅᏟ ᎤᎸᏉᏗ ᏥᏍᏚ ᏧᏲᏍᏗᎢ.,Josdadahnvhli ulvkwdi jisdu juysdii.,My brother likes to hunt rabbits.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1194,ced,ᏥᏍᏛᎾ ᏗᎩᏯᎷᎦ.,Jisdvna digihyaluga.,Let's go hunt crawdads.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1195,ced,ᏥᏍᏛᎾ ᎠᏓᏧᏯᏍᎩ ᎤᏩᏨᏴ ᎤᎳᏍᎢᏕᏂ.,Jisdvna adajvysgi uwajvhyv ulasihdeni.,A scorpion stung him on his foot.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1196,ced,ᎢᎦᏓ ᏥᏍᏆ ᏧᎦᏃᏮ ᏩᏂᎶᏍᎪ ᎪᎳ ᏱᏄᎵᏍᏔᎾ.,Igada jisgwa juganowv wanilosgo gola yinulstana.,Some birds migrate south in the winter.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1197,ced,ᏥᏍᏉᏉ ᎩᎦᎨ ᎨᏐ ᎦᏁᏥᎢ.,Jisgwogwo gigage geso ganejii.,A robin has a red breast.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1198,ced,ᏥᏔᎦ ᎬᏣᏝᎾ ᎤᎸᏉᏗ ᎤᎩᏍᏗ.,Jitaga gvjahlanv ulvkwdi ugisdi.,He likes to eat fried chicken.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1199,ced,ᎨᏛ ᎤᎩᎳ ᏥᏔᎦ ᎠᏨᏯ ᎠᏴᎦ.,Getv ukila jitaga achvya ayhga.,A rooster is sitting on a post crowing.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1200,ced,ᏥᏳ ᎠᏝᏫᏗᏍᎩ ᏥᎪᏩᏘᎭ.,Jiyu ahlawidisgi jigowhtiha.,I see an airplane.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1201,ced,ᎦᏙ ᎤᏍᏗ ᎠᏍᎦᏯ ᏥᏳ ᏗᏝᏫᏘᏗᏍᎩ?,Gado usdi asgaya jiyu dihlawitdisgi?,Which man is the pilot?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1202,ced,ᏥᏳᎪᏗ ᏫᎶᎯ.,Jiyukdi hwilohi.,Go straight ahead.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1203,ced,ᏦᎩ ᏗᏜ ᎢᏁᎾ.,Jogi didla inena.,Let's go upstream.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1204,ced,ᏥᎢ ᏧᏒᎯᏓ ᏫᏓᎨᏙᎵ ᏅᏓᎩ.,Joi jusvhida widagedoli Nvdagi.,I'm going to Texas for three days.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1205,ced,ᏦᎢᏁ ᎢᎦ ᏥᎨᏒ ᎬᏩᏂᎩᏓ.,Joine Iga jigesv gvwahnigida.,He's been gone since Wednesday.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1206,ced,ᏦᎢᏁ ᎤᎦᏅᏓᏛ ᏫᏴᏈᏓᎩ.,Joine uganhdadv hwihyvhgwidagi.,Turn to the third page.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1207,ced,"ᏗᏍᏚᎢᏓ ᎢᎨᏎᏍᏗ ᏦᎳᏂ, ᏕᎯᏍᏚᏅᎢ.","Disduida igesesdi jolani, dehisduhnvi.","If the windows happen to be open, close them.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1208,ced,ᏧᏓᎴᏅᏓ ᎤᏂᏍᎪᎵᏗᏓᎾ.,Judalehnvda unisgohldidana.,They have various things on sale.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1209,ced,ᎦᎪ ᏧᏓᏘᎿᎢ ᎢᏣᏓᎷᎬᎢ?,Gag judatihna ijadahlgvi?,Who is the chairman of your group?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1210,ced,ᏧᎦᏅᏮ ᏗᏜ ᏓᏄᎪᏗᏍᎪ ᏌᏌ ᎪᎳ ᏱᏄᎵᏍᏔᎾ.,Juganawv didla danukdisgo sasa gola yinulstana.,Geese head south when winter comes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1211,ced,Ꮎ ᏗᎦᎶᎩᏍᎩ ᏧᎦᎾᏕᎾ ᎠᏫᏍᎦ.,Na digalogisgi juganhdena ahwisga.,The farmer is planting cabbage.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1212,ced,ᎦᎯᏍᎦᎰᏍ ᏧᏂᎦᏃᏥ?,Gahisgahos juniganoji?,Are you afraid of centipedes?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1213,ced,"ᎦᎸᎳᏗ ᏧᎬᏩᎶᏗ ᎢᎨᏎᏍᏗ, Ꮭ ᏱᏛᎩᏩᏏ ᏓᏆᎴᎳ.",Galvladi jugvwahldi igesesdi hla yidvkiwasi dagwalela.,"If the price is too high, I'm not going to buy the car.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1214,ced,Ꮭ ᏧᎬᏩᎶᏗ ᏱᏂᎬᎯᏏᏍᎪ ᎠᎴᎮᎵᏍᏗ ᎨᏒᎢ.,Hla jugvwahldi yinigvhnisisgo alihelisdi gesvi.,Wealth does not cause happiness.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1215,ced,ᏧᏟᎢᎸᏍᏔᏅ Ꮭ ᎥᏍᎩ ᎢᎦ ᏱᏗᎦᏃᎸᏍᎨᎢ.,Juhliilvstanv hla vsgi iga yidiganolvsgei.,In the past there weren't as many storms.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1216,ced,"ᎪᎯᏗ ᎤᏗᏞᎬ ᏱᎦᏁ ᎤᏅᏗ, ᏧᎿᏦᏍᏗ ᏂᎦᎵᏍᏗᏍᎪᎢ.",Gohidi udihlehgv yigane unvdi juhnajosdi nigalsdisgoi.,"If milk is left out in the heat too long, it becomes sour.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1217,ced,ᏧᎿᏬ ᏓᎬᎩᎶᎡᎭ ᎠᏧᏣ.,Juhnawo dagvgiloeha achuja.,The boy's clothes are being washed for him.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1218,ced,ᏧᏴᏢᎢ ᏗᏜ ᏧᎦᏘ ᎦᏃᎸᏍᎬᎢ.,Juhyvdlv didla jukti ganolvsgvi.,The wind is from the north.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1219,ced,ᏧᏣᏲᏍᏗ ᎤᏯᏅ ᎠᏏᎳᏛᏍᎦ ᏠᎨᏒ.,Jujayosdi uyanv asiladvsga dlogesv.,He's putting up barbed wire fence around the pasture.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1220,ced,ᏩᎦ ᏧᎧᏅᏍᏕᎾ ᏗᎵᏍᏗᏍᎩ ᏄᎵᏍᏔᏅ ᎤᎾᎵᎢ.,Wahga jukanvsdena dilsdisgi nulstanv unalii.,His friend became a bullfighter.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1221,ced,ᏧᎦᏒᏍᏗ ᎤᎭᏴᎴ ᎠᎾᏗᎭ.,Juksvsdi uhayvhle anadiha.,They say he was asphyxiated by smoke.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1222,ced,ᏕᎦᎵᎦᏍ ᏂᎦ ᏧᏒᏍᏗ ᏥᎩ?,Degaligas niga juksvsdi jigi?,Is it smoky because of grass fires?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1223,ced,ᎠᎴ ᏧᎦᏔᏥᏍᏓᏟ ᏂᏥᏯᎳᏍᏛᏓ.,Ale juktajisdahli nijiyalasdvda.,I almost stepped on a copperhead.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1224,ced,ᎤᏙᎯᏳ ᏧᎦᏙᏴᎢᏍᏗ ᎠᎦᎵᎭ.,Udohiyu juktoyvisdi agaliha.,The sunshine is very blinding.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1225,ced,ᏧᎳᏍᎩ ᎤᏍᎦᎵᏨ ᎯᎠ ᎠᏍᎦᏯ.,Julasgi usgahljv hia asgaya.,This man was bitten by an alligator.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1226,ced,ᎤᏪᏘ ᏧᎳᏍᎩ ᎤᎭ ᎡᏥ.,Uweti julasgi uha eji.,My mother has an old cast iron pot.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1227,ced,"ᏧᎵᏨᏯᏍᏗ ᏱᎨᏎ, Ꮭ ᎯᎬᏩᎵᏘᏎᎢ.","Julichvyasdi yigese, hla yigvwalitisei.","If he was brave, he wouldn't have run away.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1228,ced,"ᏧᏬᏰᏂ ᎬᏗ, ᏓᏟᏃᎮᏗᏍᎪ ᏧᏂᎵᎡᎾ ᏴᏫ.","Juwoyeni gvhdi, dahlinohehdisgo juniliena yvwi.",He talks to deaf people in sign language.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1229,ced,ᏧᏂᎵᏍᏓᎾᎵ ᏧᏑᏗ ᎤᎸᏉᏗ.,Junilisdanali jusuhdi ulvkwdi.,He likes to fish for catfish.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1230,ced,ᎭᏢ ᏣᏅᏁ Ꮎ ᏧᎶᎸᏗ ᎠᏆᎿᏬ?,Hadlv janvne na julohldi agwahnawo?,Where did you put my striped shirt?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1231,ced,ᏧᎵᏏᏅᏓᏍ ᏕᏣᎸᏫᏍᏓᏁᎰᎢ?,Julsihnvdas dejalvhwisdanehoi?,Do you work nightly?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1232,ced,ᎢᎦ ᎤᏂᏲᎯᏍᏗ ᏧᏂᎸᏫᏍᏓᏁᎯ.,Iga uniyohisdi junilvhwisdanehi.,The workers are on a noon break.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1233,ced,ᎢᏤ ᏧᎾᏓᏍᏚᏗ ᏛᎾᏁᏍᎨᎯ.,Ije junadasdudi dvnahnesgehi.,They are going to build a new jail.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1234,ced,ᎦᏙ ᎤᏍᏗ ᏧᎾᏕᏠᏆᏍᏗ ᏕᏣᏕᏠᏆᎡᎢ?,Gado usdi junadehlohgwasdi dejadehlohgwaeɁi?,Which school did you attend?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1235,ced,ᏧᎾᎵᏍᏓᏴᏗ ᎠᏥᎾᏝᎠ ᎣᎩᎾᎵᎢ.,Junalsdayhdi ajinahlaa oginalii.,My friend is employed at a restaurant.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1236,ced,ᏧᏅᎩᎶᏍᏗ ᎢᎦ ᏕᎬᎩᎶᏍᎪᎢ.,Junhgilosdi iga dekgilosgoi.,She does her laundry on Fridays.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
